coordinates LeftBoundaryScore RightBoundaryScore TADscore
chr10-3900000 -0.514455070054027 -0.870767593083047 -0.514455070054027
chr10-3950000 -0.477245152312693 -0.727957538794476 -0.477245152312693
chr10-4000000 -0.477245152312693 -0.442337430217335 -0.442337430217335
chr10-4050000 -0.477245152312693 -0.299527375928765 -0.299527375928765
chr10-4100000 -0.477245152312693 -0.139148877148069 -0.139148877148069
chr10-4150000 -0.345831821514899 0.383468982974538 0.383468982974538
chr10-4200000 -0.41221241924594 0.36448181417842 0.36448181417842
chr10-4250000 -0.477245152312693 0.212584463809482 0.212584463809482
chr10-4300000 -0.477245152312693 -0.33804343127792 -0.33804343127792
chr10-4350000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-4400000 -0.477245152312693 -0.468016287615684 -0.468016287615684
chr10-4450000 -0.477245152312693 -0.33804343127792 -0.33804343127792
chr10-4500000 -0.524312388956743 -0.110197405724513 -0.110197405724513
chr10-4550000 -1.08911922868534 0.174610126217247 0.174610126217247
chr10-4600000 -1.32204513601279 0.554353502139593 0.554353502139593
chr10-4650000 0.179821501676275 1.14295573481923 1.14295573481923
chr10-4700000 1.9069681350187 1.84548098027557 1.9069681350187
chr10-4750000 2.99582144734328 2.41509604415909 2.99582144734328
chr10-4800000 3.37128810676555 2.18725001860568 3.37128810676555
chr10-4850000 2.35752812632542 0.345494645382303 2.35752812632542
chr10-4900000 1.10521801897829 -1.32537620867602 1.10521801897829
chr10-4950000 0.2599120248823 -1.68002456738495 0.2599120248823
chr10-5000000 -0.294954528638285 -1.44200781023733 -0.294954528638285
chr10-5050000 -0.477245152312693 -1.10878435023066 -0.477245152312693
chr10-5100000 -0.618446862244842 -0.489940781646859 -0.489940781646859
chr10-5150000 -1.32445541190559 -0.489940781646859 -0.489940781646859
chr10-5200000 -1.55979159512584 -0.213390300681553 -0.213390300681553
chr10-5250000 -0.932971711498713 0.512700393570398 0.512700393570398
chr10-5300000 -0.142355892640685 1.43941469309649 1.43941469309649
chr10-5350000 0.322897870636152 2.71889074489697 2.71889074489697
chr10-5400000 0.417032343924252 3.06065978322708 3.06065978322708
chr10-5450000 -0.289511822601559 1.75054513629498 1.75054513629498
chr10-5500000 -0.420925153399353 0.801186696489118 0.801186696489118
chr10-5550000 0.367554831387408 0.383468982974538 0.383468982974538
chr10-5600000 1.0621681513186 0.459417658159007 1.0621681513186
chr10-5650000 1.41886147776976 0.744225190100766 1.41886147776976
chr10-5700000 0.564942580962987 0.0745655237583665 0.564942580962987
chr10-5750000 -0.105145974899351 -0.602842042727904 -0.105145974899351
chr10-5800000 -0.712581335532942 -1.28886439332441 -0.712581335532942
chr10-5850000 -0.308285155572673 -1.53721451309638 -0.308285155572673
chr10-5900000 0.442648163271862 -0.394734078787812 0.442648163271862
chr10-5950000 0.563278576755349 -0.156717321640194 0.563278576755349
chr10-6000000 0.768296285016778 0.0745655237583665 0.768296285016778
chr10-6050000 0.889934525245368 0.155343673938854 0.889934525245368
chr10-6100000 0.639052379927334 0.0242341800030165 0.639052379927334
chr10-6150000 0.0404944507718541 -0.402242805522161 0.0404944507718541
chr10-6200000 -0.900850282109141 -0.870767593083047 -0.870767593083047
chr10-6250000 -1.67194816362872 -1.25159440451924 -1.25159440451924
chr10-6300000 -1.17602587639792 -0.965974295942094 -0.965974295942094
chr10-6350000 -0.36561539908869 -0.156717321640194 -0.156717321640194
chr10-6400000 0.7465030004326 1.20357813456882 1.20357813456882
chr10-6450000 -0.100707259160295 0.892811623179669 0.892811623179669
chr10-6500000 -0.552338484197146 0.343189991537768 0.343189991537768
chr10-6550000 -0.270738489630446 0.00372560705219129 0.00372560705219129
chr10-6600000 0.236141500589615 -0.0342487305400433 0.236141500589615
chr10-6650000 0.498968162185202 0.136635788625013 0.498968162185202
chr10-6700000 0.611608160011882 0.326507476586186 0.611608160011882
chr10-6750000 0.336169663902472 0.0745655237583665 0.336169663902472
chr10-6800000 0.251917342384939 0.00170451784701769 0.251917342384939
chr10-6850000 -0.0536400225162454 -0.284270796986909 -0.0536400225162454
chr10-6900000 -0.336043442380544 -0.621487745833905 -0.336043442380544
chr10-6950000 -1.13618646532939 -0.918370944512571 -0.918370944512571
chr10-7000000 -1.31607918153458 -0.775560890224 -0.775560890224
chr10-7050000 -0.659535775987101 -0.489940781646859 -0.489940781646859
chr10-7100000 -0.0215185931266728 0.155343673938854 0.155343673938854
chr10-7150000 0.228763397348053 0.639071829163592 0.639071829163592
chr10-7200000 0.134628924059953 0.554805479777629 0.554805479777629
chr10-7250000 -0.524312388956743 0.127069172332991 0.127069172332991
chr10-7300000 -1.23596037142481 -0.380318311490987 -0.380318311490987
chr10-7350000 -1.14564410578552 -0.62285096321968 -0.62285096321968
chr10-7400000 -0.62608482327803 -0.0532358993361606 -0.0532358993361606
chr10-7450000 -0.234190987413482 0.478404826955124 0.478404826955124
chr10-7500000 0.275830633992103 0.524077648559261 0.524077648559261
chr10-7550000 -0.712581335532942 0.229904164662967 0.229904164662967
chr10-7600000 -1.46565712183774 -0.139148877148069 -0.139148877148069
chr10-7650000 -1.23032093861749 0.15562295742113 0.15562295742113
chr10-7700000 -0.345831821514899 0.630302177324063 0.630302177324063
chr10-7750000 0.555288161098542 0.820173865285236 0.820173865285236
chr10-7800000 1.71923480530757 0.820173865285236 1.71923480530757
chr10-7850000 2.3199814603832 0.554805479777629 2.3199814603832
chr10-7900000 1.64414147342312 -0.151934638244819 1.64414147342312
chr10-7950000 1.32499481291419 -0.618484522059328 1.32499481291419
chr10-8000000 0.911981487549696 -0.727957538794476 0.911981487549696
chr10-8050000 0.330008165445181 -0.632750835935429 0.330008165445181
chr10-8100000 -0.0266851610059724 -0.489940781646859 -0.0266851610059724
chr10-8150000 -0.233191823688219 -0.489940781646859 -0.233191823688219
chr10-8200000 -0.364605154486013 -0.602842042727904 -0.364605154486013
chr10-8250000 -0.477245152312693 -0.585147484505906 -0.477245152312693
chr10-8300000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8350000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8400000 -0.477245152312693 -0.459212950428491 -0.459212950428491
chr10-8450000 -0.477245152312693 -0.438523285481871 -0.438523285481871
chr10-8500000 -0.477245152312693 -0.424167299553336 -0.424167299553336
chr10-8550000 -0.477245152312693 -0.451966444054624 -0.451966444054624
chr10-8600000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8650000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8700000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8750000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8800000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-8850000 -0.477245152312693 -0.470953612850741 -0.470953612850741
chr10-8900000 -0.477245152312693 -0.413992106462389 -0.413992106462389
chr10-8950000 -0.477245152312693 -0.300069093685686 -0.300069093685686
chr10-9000000 -0.524312388956743 -0.0912102369283952 -0.0912102369283952
chr10-9050000 -1.08911922868534 0.193597295013364 0.193597295013364
chr10-9100000 -1.32445541190559 0.573340670935711 0.573340670935711
chr10-9150000 -0.927805143619413 1.18093007241146 1.18093007241146
chr10-9200000 0.667928158925222 1.86446814907169 1.86446814907169
chr10-9250000 2.3199814603832 2.66192923850862 2.66192923850862
chr10-9300000 3.52147477053445 3.13660845841155 3.52147477053445
chr10-9350000 2.78931478466103 1.38978892916876 2.78931478466103
chr10-9400000 1.86942146907648 -0.262094756093451 1.86942146907648
chr10-9450000 1.02462148537638 -1.63242121595542 1.02462148537638
chr10-9500000 0.405101497329635 -1.82283462167352 0.405101497329635
chr10-9550000 -0.00791182803485898 -1.44200781023733 -0.00791182803485898
chr10-9600000 -0.270738489630446 -0.727957538794476 -0.270738489630446
chr10-9650000 -0.439698486370466 -0.489940781646859 -0.439698486370466
chr10-9700000 -0.45847181934158 -0.452307027953177 -0.452307027953177
chr10-9750000 -0.45847181934158 -0.412814537399378 -0.412814537399378
chr10-9800000 -0.477245152312693 -0.424167299553336 -0.424167299553336
chr10-9850000 -0.477245152312693 -0.413992106462389 -0.413992106462389
chr10-9900000 -0.477245152312693 -0.395004937666272 -0.395004937666272
chr10-9950000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10000000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10050000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10100000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10150000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10200000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10250000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10300000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10350000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10400000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10450000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10500000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10550000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10600000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-10650000 -0.477245152312693 -0.451966444054624 -0.451966444054624
chr10-10700000 -0.477245152312693 -0.357030600074038 -0.357030600074038
chr10-10750000 -0.477245152312693 -0.281081924889568 -0.281081924889568
chr10-10800000 -0.477245152312693 -0.167158912112865 -0.167158912112865
chr10-10850000 -0.477245152312693 0.00372560705219129 0.00372560705219129
chr10-10900000 -0.364605154486013 0.117648619828895 0.117648619828895
chr10-10950000 -0.101778492890426 0.250558801401716 0.250558801401716
chr10-11000000 0.0809036138073207 0.345494645382303 0.345494645382303
chr10-11050000 -0.0536400225162454 0.383468982974538 0.383468982974538
chr10-11100000 -0.720299317211904 0.250558801401716 0.250558801401716
chr10-11150000 -1.25865342488071 -0.262094756093451 -0.262094756093451
chr10-11200000 -1.23032093861749 -0.918370944512571 -0.918370944512571
chr10-11250000 -0.45847181934158 -0.394734078787812 -0.394734078787812
chr10-11300000 0.592834827040769 0.557332949802659 0.592834827040769
chr10-11350000 1.04018528591154 0.781679872161255 1.04018528591154
chr10-11400000 1.19375223136938 1.104981397227 1.19375223136938
chr10-11450000 0.899521804116674 1.19991724120758 1.19991724120758
chr10-11500000 0.840637473720699 1.12396856602311 1.12396856602311
chr10-11550000 -0.618446862244842 -1.04056867673426 -0.618446862244842
chr10-11600000 -1.51272435848179 -1.87043797310304 -1.51272435848179
chr10-11650000 -1.46565712183774 -1.68002456738495 -1.46565712183774
chr10-11700000 -0.571379625600792 -0.585147484505906 -0.571379625600792
chr10-11750000 0.666619432989883 0.890556409809324 0.890556409809324
chr10-11800000 0.463265728936092 0.862083791961301 0.862083791961301
chr10-11850000 0.191153801160137 0.692661630147854 0.692661630147854
chr10-11900000 0.0875616874159038 0.820173865285236 0.820173865285236
chr10-11950000 -0.147774495804345 0.820173865285236 0.820173865285236
chr10-12000000 -0.176871824774879 0.516379164547359 0.516379164547359
chr10-12050000 0.161048168705161 -0.527915119239093 0.161048168705161
chr10-12100000 1.24990148102974 -0.941545825971039 1.24990148102974
chr10-12150000 2.50771479009433 -0.182662469463186 2.50771479009433
chr10-12200000 3.18355477705441 0.692661630147854 3.18355477705441
chr10-12250000 1.99399870422391 0.450903060695183 1.99399870422391
chr10-12300000 0.615781006976435 -0.979179579664721 0.615781006976435
chr10-12350000 -0.105145974899351 -1.5848178645259 -0.105145974899351
chr10-12400000 -0.430177915668643 -1.53721451309638 -0.430177915668643
chr10-12450000 -0.665514098888892 -1.15638770166019 -0.665514098888892
chr10-12500000 -1.08911922868534 -0.489940781646859 -0.489940781646859
chr10-12550000 -1.46565712183774 -0.264138259484769 -0.264138259484769
chr10-12600000 -0.889119128402126 0.278254998812323 0.278254998812323
chr10-12650000 0.2599120248823 1.28396283604521 1.28396283604521
chr10-12700000 0.738025672183361 2.33831894837464 2.33831894837464
chr10-12750000 0.490212708961997 2.69990357610085 2.69990357610085
chr10-12800000 -0.147774495804345 1.50371194194546 1.50371194194546
chr10-12850000 -0.853783045465091 0.174610126217247 0.174610126217247
chr10-12900000 -1.32445541190559 -0.508927950442976 -0.508927950442976
chr10-12950000 -1.22817847115723 -0.727957538794476 -0.727957538794476
chr10-13000000 -0.289511822601559 -0.109113970210671 -0.109113970210671
chr10-13050000 0.911981487549696 0.714339336550955 0.911981487549696
chr10-13100000 1.43038168431205 1.41518475389191 1.43038168431205
chr10-13150000 0.819134711030226 0.769787874395336 0.819134711030226
chr10-13200000 -0.264572758025883 -0.262094756093451 -0.262094756093451
chr10-13250000 -0.588874905536696 -0.869684157569205 -0.588874905536696
chr10-13300000 -0.241908969092444 -1.05955584553038 -0.241908969092444
chr10-13350000 -0.241908969092444 -0.061510618781147 -0.061510618781147
chr10-13400000 -1.37152264854964 -0.299527375928765 -0.299527375928765
chr10-13450000 -1.00289847550387 -0.377039520565814 -0.377039520565814
chr10-13500000 0.0108615049362543 -0.0597511445897169 0.0108615049362543
chr10-13550000 1.51272814262532 0.975457859055286 1.51272814262532
chr10-13600000 1.94451480096093 1.11054728262887 1.94451480096093
chr10-13650000 1.38131481182753 0.459417658159007 1.38131481182753
chr10-13700000 0.389857955244009 -0.736773975996384 0.389857955244009
chr10-13750000 0.717457859003331 -1.08124198754422 0.717457859003331
chr10-13800000 0.403826195446946 -0.489940781646859 0.403826195446946
chr10-13850000 -0.194841732448395 -0.394734078787812 -0.194841732448395
chr10-13900000 -0.477245152312693 -0.775560890224 -0.477245152312693
chr10-13950000 -0.94791751875319 -1.05444708705208 -0.94791751875319
chr10-14000000 -0.824086395335374 -0.965974295942094 -0.824086395335374
chr10-14050000 -0.451825939305969 -0.251924024499241 -0.251924024499241
chr10-14100000 -0.112663904963877 0.187466784839412 0.187466784839412
chr10-14150000 -0.030726139416682 0.421443320566772 0.421443320566772
chr10-14200000 -0.194841732448395 0.516379164547359 0.516379164547359
chr10-14250000 -0.900850282109141 0.343189991537768 0.343189991537768
chr10-14300000 0.0108615049362543 0.478404826955124 0.478404826955124
chr10-14350000 0.799341489723015 0.459417658159007 0.799341489723015
chr10-14400000 1.40008814479864 0.535366333343476 1.40008814479864
chr10-14450000 2.52648812306544 0.953084046858057 2.52648812306544
chr10-14500000 2.18909690342417 1.10400159946775 2.18909690342417
chr10-14550000 0.793715498023502 0.124615842720487 0.793715498023502
chr10-14600000 -0.477245152312693 -1.34680110737828 -0.477245152312693
chr10-14650000 -1.23032093861749 -1.77523127024399 -1.23032093861749
chr10-14700000 -1.32445541190559 -1.63242121595542 -1.32445541190559
chr10-14750000 -1.18325370197344 -0.680354187364953 -0.680354187364953
chr10-14800000 -0.179565810382019 0.509729598373135 0.509729598373135
chr10-14850000 0.181696160704003 1.05304311979409 1.05304311979409
chr10-14900000 -0.618446862244842 0.975457859055286 0.975457859055286
chr10-14950000 -0.759648572176991 1.37364121100296 1.37364121100296
chr10-15000000 -0.750681087824305 2.03535266823674 2.03535266823674
chr10-15050000 -1.07260383617404 1.35181459157652 1.35181459157652
chr10-15100000 -0.618446862244842 1.42776326676099 1.42776326676099
chr10-15150000 1.17480814914528 1.69358362990663 1.69358362990663
chr10-15200000 1.77555480422091 1.08599422843088 1.77555480422091
chr10-15250000 1.41886147776976 -0.015261561743926 1.41886147776976
chr10-15300000 1.02462148537638 -0.640475796421586 1.02462148537638
chr10-15350000 0.818114822694129 -0.640475796421586 0.818114822694129
chr10-15400000 0.525353277896552 -0.36702945677339 0.525353277896552
chr10-15450000 0.0875616874159038 -0.489940781646859 0.0875616874159038
chr10-15500000 -0.524312388956743 -0.727957538794476 -0.524312388956743
chr10-15550000 -0.900850282109141 -0.918370944512571 -0.900850282109141
chr10-15600000 -1.13618646532939 -0.918370944512571 -0.918370944512571
chr10-15650000 -1.27738817526154 -0.632750835935429 -0.632750835935429
chr10-15700000 -0.6274318160816 0.0812994355074236 0.0812994355074236
chr10-15750000 0.724248157838562 0.984995116834771 0.984995116834771
chr10-15800000 2.15102146364318 1.61817656111763 2.15102146364318
chr10-15850000 3.39006143973666 1.83405558565763 3.39006143973666
chr10-15900000 2.86440811654548 1.04801989083864 2.86440811654548
chr10-15950000 1.96328813393204 -0.451966444054624 1.96328813393204
chr10-16000000 1.15603481617417 -1.5848178645259 1.15603481617417
chr10-16050000 0.348781498416295 -1.63242121595542 0.348781498416295
chr10-16100000 -0.195645157745993 -1.29919775594876 -0.195645157745993
chr10-16150000 -0.6274318160816 -0.680354187364953 -0.6274318160816
chr10-16200000 -0.815165145792733 -0.489940781646859 -0.489940781646859
chr10-16250000 -0.402151820428239 -0.442337430217335 -0.402151820428239
chr10-16300000 -0.0870487539121771 -0.244118131899921 -0.0870487539121771
chr10-16350000 0.209073598868853 0.0938880115021195 0.209073598868853
chr10-16400000 0.312680883609742 0.127069172332991 0.312680883609742
chr10-16450000 0.155323449289989 -0.015261561743926 0.155323449289989
chr10-16500000 -0.147774495804345 -0.148171743316747 -0.147774495804345
chr10-16550000 -0.806715808821041 -0.12918457452063 -0.12918457452063
chr10-16600000 -1.55979159512584 -0.262094756093451 -0.262094756093451
chr10-16650000 -1.45345846681059 0.0986614510327779 0.0986614510327779
chr10-16700000 0.142274835734048 0.744225190100766 0.744225190100766
chr10-16750000 2.07592813175872 1.86446814907169 2.07592813175872
chr10-16800000 3.40883477270777 3.04167261443096 3.40883477270777
chr10-16850000 2.41384812523876 2.14927568101345 2.41384812523876
chr10-16900000 1.00584815240526 0.212584463809482 1.00584815240526
chr10-16950000 -0.173427446188679 -1.32537620867602 -0.173427446188679
chr10-17000000 -0.571379625600792 -1.5848178645259 -0.571379625600792
chr10-17050000 -0.900850282109141 -1.15638770166019 -0.900850282109141
chr10-17100000 -1.27738817526154 -0.489940781646859 -0.489940781646859
chr10-17150000 -1.46565712183774 -0.339405766872132 -0.339405766872132
chr10-17200000 -1.08911922868534 0.339710661249058 0.339710661249058
chr10-17250000 -0.216775728123353 1.51534156878765 1.51534156878765
chr10-17300000 -0.0451185311983865 2.14099850209407 2.14099850209407
chr10-17350000 0.282299112997341 2.47205755054744 2.47205755054744
chr10-17400000 0.341373037996661 2.14927568101345 2.14927568101345
chr10-17450000 -0.100707259160295 1.46573760435322 1.46573760435322
chr10-17500000 -0.663294741019364 0.611315008527945 0.611315008527945
chr10-17550000 -0.665514098888892 0.307520307790068 0.307520307790068
chr10-17600000 -1.46565712183774 0.573340670935711 0.573340670935711
chr10-17650000 -1.41858988519369 0.573340670935711 0.573340670935711
chr10-17700000 -1.88926225163418 0.725238021304649 0.725238021304649
chr10-17750000 -2.12459843485443 1.67459646111051 1.67459646111051
chr10-17800000 -2.12459843485443 0.440430489362889 0.440430489362889
chr10-17850000 -1.74238235551806 0.326507476586186 0.326507476586186
chr10-17900000 -1.65392606841394 -1.13522523723257 -1.13522523723257
chr10-17950000 -1.87480660048315 -1.39440445880781 -1.39440445880781
chr10-18000000 -1.08421732760238 -1.61895339245731 -1.08421732760238
chr10-18050000 -0.233191823688219 -1.90342101769175 -0.233191823688219
chr10-18100000 0.836888155665242 -2.15605808168018 0.836888155665242
chr10-18150000 2.16979479661429 -2.15605808168018 2.16979479661429
chr10-18200000 1.02462148537638 -1.77523127024399 1.02462148537638
chr10-18250000 0.348781498416295 -1.80712216092572 0.348781498416295
chr10-18300000 0.0484081708784811 -1.44200781023733 0.0484081708784811
chr10-18350000 0.142274835734048 -1.10878435023066 0.142274835734048
chr10-18400000 0.179821501676275 -0.537544133076382 0.179821501676275
chr10-18450000 0.368180377555091 0.366919544084565 0.368180377555091
chr10-18500000 0.285331237889024 0.563804321776228 0.563804321776228
chr10-18550000 0.0696267187105313 0.524077648559261 0.524077648559261
chr10-18600000 -0.216775728123353 0.075651676168004 0.075651676168004
chr10-18650000 -0.524312388956743 -0.358393817459812 -0.358393817459812
chr10-18700000 -0.853783045465091 -0.755761144792501 -0.755761144792501
chr10-18750000 -0.853783045465091 -0.347130727358288 -0.347130727358288
chr10-18800000 -0.777618479850507 -0.151236998403724 -0.151236998403724
chr10-18850000 -0.0454584939770857 0.032432349065385 0.032432349065385
chr10-18900000 1.92574146798982 1.10400159946775 1.92574146798982
chr10-18950000 2.90195478248771 1.43941469309649 2.90195478248771
chr10-19000000 2.33875479335431 0.896122540469705 2.33875479335431
chr10-19050000 1.64414147342312 -0.12918457452063 1.64414147342312
chr10-19100000 0.949528153491922 -1.35551711660154 0.949528153491922
chr10-19150000 0.498968162185202 -1.34680110737828 0.498968162185202
chr10-19200000 0.0484081708784811 -0.918370944512571 0.0484081708784811
chr10-19250000 -0.176871824774879 -0.489940781646859 -0.176871824774879
chr10-19300000 -0.327058488543786 -0.489940781646859 -0.327058488543786
chr10-19350000 -0.420925153399353 -0.489940781646859 -0.420925153399353
chr10-19400000 -0.45847181934158 -0.489940781646859 -0.45847181934158
chr10-19450000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-19500000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-19550000 -0.477245152312693 -0.489940781646859 -0.477245152312693
chr10-19600000 -0.477245152312693 -0.470953612850741 -0.470953612850741
chr10-19650000 -0.477245152312693 -0.413992106462389 -0.413992106462389
chr10-19700000 -0.477245152312693 -0.319056262481803 -0.319056262481803
chr10-19750000 -0.477245152312693 -0.12918457452063 -0.12918457452063
chr10-19800000 -1.13618646532939 0.174610126217247 0.174610126217247
chr10-19850000 -0.51479181825492 0.516379164547359 0.516379164547359
chr10-19900000 0.574061494069655 0.991058384450292 0.991058384450292
chr10-19950000 1.68168813936534 1.50371194194546 1.68168813936534
chr10-20000000 2.50771479009433 2.13028851221733 2.50771479009433
chr10-20050000 2.39507479226765 2.05433983703286 2.39507479226765
chr10-20100000 0.715021620577772 -0.0532358993361606 0.715021620577772
chr10-20150000 -0.328405481347356 -1.20399105308971 -0.328405481347356
chr10-20200000 -0.618446862244842 -1.68002456738495 -0.618446862244842
chr10-20250000 -0.665514098888892 -1.39440445880781 -0.665514098888892
chr10-20300000 -0.524312388956743 -0.537544133076382 -0.524312388956743
chr10-20350000 -0.477245152312693 -0.151236998403724 -0.151236998403724
chr10-20400000 -0.477245152312693 0.186071505157221 0.186071505157221
chr10-20450000 -0.420925153399353 0.512700393570398 0.512700393570398
chr10-20500000 -0.41221241924594 0.737830884098907 0.737830884098907
chr10-20550000 -0.455567574623775 0.782199527693001 0.782199527693001
chr10-20600000 -0.477245152312693 0.440430489362889 0.440430489362889
